epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,349.102,2.34142,15.6054,1.689,0.00098,0.0378,0.00056,0.00012,0.56276,0.79784,0.40979,0.00066611,0.00066611,0.00066611
