epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,406.689,0.67788,0.5766,1.08523,0.9087,0.84463,0.91952,0.7459,0.95665,0.69991,1.39156,0.0007055,0.0007055,0.0007055
46,415.073,0.66039,0.5553,1.06429,0.90187,0.8796,0.94224,0.76633,0.84829,0.5575,1.34616,0.000693125,0.000693125,0.000693125
47,423.4,0.64073,0.53688,1.05925,0.94848,0.88011,0.94599,0.76141,0.79208,0.4978,1.23551,0.00068075,0.00068075,0.00068075
48,431.636,0.63953,0.53631,1.05836,0.93803,0.86886,0.95313,0.77536,0.84567,0.50607,1.31079,0.000668375,0.000668375,0.000668375
49,440.017,0.63862,0.53022,1.06192,0.92939,0.9003,0.95053,0.77747,0.85993,0.48653,1.38142,0.000656,0.000656,0.000656
50,448.318,0.65647,0.54656,1.07009,0.89382,0.90887,0.94511,0.77668,0.86119,0.49258,1.34082,0.000643625,0.000643625,0.000643625
51,456.767,0.63455,0.52868,1.06236,0.93276,0.87574,0.93958,0.76291,0.86476,0.5428,1.38626,0.00063125,0.00063125,0.00063125
52,465.592,0.62879,0.51531,1.0562,0.92909,0.87913,0.93186,0.77811,0.87119,0.54081,1.39375,0.000618875,0.000618875,0.000618875
53,473.862,0.62735,0.50865,1.06475,0.94368,0.86815,0.93738,0.76442,0.79009,0.60477,1.27345,0.0006065,0.0006065,0.0006065
54,482.299,0.61622,0.50949,1.05397,0.93882,0.85072,0.94533,0.77342,0.85657,0.65622,1.36826,0.000594125,0.000594125,0.000594125
55,490.662,0.61651,0.52924,1.04926,0.93596,0.87365,0.94468,0.77881,0.88939,0.50186,1.35696,0.00058175,0.00058175,0.00058175
56,499.326,0.6152,0.50466,1.04968,0.9111,0.8749,0.93542,0.77177,0.87898,0.53353,1.44946,0.000569375,0.000569375,0.000569375
57,507.936,0.61956,0.4995,1.04873,0.94366,0.83888,0.93638,0.77254,0.87134,0.60484,1.34258,0.000557,0.000557,0.000557
58,516.738,0.61515,0.52169,1.05252,0.93189,0.85529,0.9326,0.77269,0.87505,0.55275,1.41881,0.000544625,0.000544625,0.000544625
59,525.401,0.60632,0.49627,1.03894,0.92533,0.89342,0.9436,0.77759,0.91583,0.52014,1.36506,0.00053225,0.00053225,0.00053225
60,534.009,0.59109,0.48533,1.03204,0.94137,0.85071,0.94017,0.77056,0.8526,0.53135,1.4106,0.000519875,0.000519875,0.000519875
61,542.459,0.59947,0.48019,1.03275,0.93045,0.87515,0.94063,0.77912,0.8729,0.49763,1.4324,0.0005075,0.0005075,0.0005075
62,550.987,0.59177,0.48902,1.03914,0.89862,0.88866,0.94478,0.7804,0.87589,0.487,1.41984,0.000495125,0.000495125,0.000495125
63,559.559,0.59685,0.48086,1.0329,0.95551,0.88269,0.94732,0.7892,0.8689,0.47554,1.41774,0.00048275,0.00048275,0.00048275
64,568.26,0.59035,0.4868,1.03356,0.95296,0.90237,0.95939,0.79333,0.83686,0.4728,1.36983,0.000470375,0.000470375,0.000470375
65,577.02,0.58391,0.46561,1.03136,0.94047,0.908,0.9542,0.79205,0.87167,0.46243,1.39349,0.000458,0.000458,0.000458
66,586.227,0.58967,0.46945,1.03396,0.93612,0.89156,0.95113,0.78444,0.85848,0.47797,1.36321,0.000445625,0.000445625,0.000445625
67,594.928,0.56396,0.45244,1.02028,0.93455,0.90409,0.94876,0.78633,0.8363,0.47061,1.33063,0.00043325,0.00043325,0.00043325
68,603.548,0.57778,0.45804,1.02611,0.94901,0.90913,0.95894,0.79601,0.7663,0.52079,1.26935,0.000420875,0.000420875,0.000420875
69,612.006,0.57244,0.46573,1.03005,0.93658,0.89336,0.95145,0.79918,0.80643,0.46468,1.33703,0.0004085,0.0004085,0.0004085
70,620.493,0.57266,0.45432,1.02668,0.97561,0.86304,0.9492,0.79461,0.84077,0.49511,1.36647,0.000396125,0.000396125,0.000396125
71,628.982,0.55362,0.44607,1.02219,0.92964,0.86961,0.94865,0.78058,0.85726,0.5067,1.41245,0.00038375,0.00038375,0.00038375
72,637.438,0.5559,0.43133,1.0184,0.95914,0.84839,0.9357,0.78228,0.83202,0.48534,1.38333,0.000371375,0.000371375,0.000371375
73,646.048,0.56073,0.43839,1.01502,0.9329,0.88418,0.9465,0.79218,0.76244,0.51453,1.28564,0.000359,0.000359,0.000359
74,654.628,0.55643,0.43226,1.01391,0.95431,0.8918,0.95306,0.79914,0.74185,0.48504,1.25842,0.000346625,0.000346625,0.000346625
75,663.138,0.55078,0.43272,1.0068,0.95912,0.88674,0.94877,0.80159,0.75804,0.47894,1.2812,0.00033425,0.00033425,0.00033425
76,671.757,0.54533,0.42728,1.00504,0.93732,0.89473,0.95182,0.80423,0.77538,0.48621,1.2931,0.000321875,0.000321875,0.000321875
77,680.434,0.54057,0.41166,1.00396,0.95157,0.89794,0.95625,0.80437,0.80208,0.44309,1.35019,0.0003095,0.0003095,0.0003095
78,689.11,0.54686,0.41883,1.00487,0.95439,0.89829,0.9579,0.81189,0.75421,0.42419,1.2408,0.000297125,0.000297125,0.000297125
79,697.602,0.5383,0.42183,1.01177,0.96906,0.90469,0.95744,0.81787,0.81661,0.44961,1.28033,0.00028475,0.00028475,0.00028475
80,706.097,0.54234,0.42265,1.00075,0.94387,0.89041,0.94939,0.80513,0.79674,0.45069,1.27451,0.000272375,0.000272375,0.000272375
81,714.609,0.52717,0.40999,1.0016,0.96642,0.88927,0.95271,0.79659,0.85109,0.49518,1.32642,0.00026,0.00026,0.00026
82,723.181,0.52208,0.40728,1.00167,0.9573,0.89278,0.95139,0.79708,0.86043,0.48509,1.4136,0.000247625,0.000247625,0.000247625
83,731.624,0.53597,0.40475,0.99791,0.93047,0.90737,0.95354,0.80291,0.74884,0.48584,1.25066,0.00023525,0.00023525,0.00023525
84,740.04,0.53778,0.41488,1.01209,0.94415,0.90078,0.95687,0.81279,0.74175,0.47885,1.22633,0.000222875,0.000222875,0.000222875
85,748.538,0.52259,0.39975,0.99246,0.94563,0.90003,0.95476,0.81241,0.82757,0.46533,1.35061,0.0002105,0.0002105,0.0002105
86,756.96,0.52583,0.40934,1.00046,0.93753,0.89979,0.95497,0.80596,0.80501,0.44481,1.31179,0.000198125,0.000198125,0.000198125
87,765.415,0.52662,0.39886,0.99343,0.96631,0.89662,0.95822,0.81838,0.80305,0.46664,1.34984,0.00018575,0.00018575,0.00018575
88,773.849,0.52215,0.40211,0.99496,0.94614,0.92661,0.95395,0.80901,0.81529,0.48787,1.38178,0.000173375,0.000173375,0.000173375
89,782.339,0.5073,0.37606,0.98129,0.97445,0.90957,0.96078,0.81122,0.84105,0.48124,1.39375,0.000161,0.000161,0.000161
90,790.911,0.51042,0.39055,0.98457,0.94548,0.90199,0.95357,0.80572,0.85455,0.49215,1.42356,0.000148625,0.000148625,0.000148625
91,801.938,0.42112,0.31429,0.91207,0.94793,0.88172,0.94166,0.78691,0.87032,0.48342,1.42527,0.00013625,0.00013625,0.00013625
92,810.433,0.40564,0.27762,0.89705,0.9487,0.91456,0.95854,0.81607,0.83994,0.48366,1.43259,0.000123875,0.000123875,0.000123875
93,818.841,0.39494,0.27084,0.89542,0.94209,0.91654,0.95788,0.81105,0.83747,0.45335,1.42806,0.0001115,0.0001115,0.0001115
94,828.28,0.39476,0.26554,0.89329,0.94326,0.91935,0.95697,0.8071,0.86674,0.44996,1.48504,9.9125e-05,9.9125e-05,9.9125e-05
95,837.359,0.38948,0.25464,0.88638,0.9429,0.92015,0.95341,0.81111,0.8632,0.4529,1.48543,8.675e-05,8.675e-05,8.675e-05
96,846.779,0.38427,0.25637,0.88997,0.94788,0.91236,0.9611,0.81703,0.83834,0.43796,1.44122,7.4375e-05,7.4375e-05,7.4375e-05
97,856.204,0.38237,0.25333,0.88546,0.94913,0.90895,0.95616,0.81929,0.83418,0.44471,1.43007,6.2e-05,6.2e-05,6.2e-05
98,865.222,0.37593,0.25434,0.88947,0.94497,0.90648,0.95626,0.82097,0.82771,0.44777,1.42499,4.9625e-05,4.9625e-05,4.9625e-05
99,873.519,0.37942,0.25538,0.88817,0.93412,0.91372,0.95663,0.82286,0.82384,0.44415,1.42312,3.725e-05,3.725e-05,3.725e-05
100,881.952,0.3661,0.24441,0.87583,0.94403,0.90924,0.95541,0.8226,0.82624,0.44045,1.42829,2.4875e-05,2.4875e-05,2.4875e-05
