epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,631.317,0.56585,0.46409,1.02646,0.9241,0.88834,0.9441,0.79122,0.78625,0.57933,1.29617,0.0004085,0.0004085,0.0004085
70,639.426,0.57111,0.4517,1.02813,0.92471,0.87985,0.94272,0.79049,0.92008,0.54681,1.3935,0.000396125,0.000396125,0.000396125
71,647.634,0.54931,0.44798,1.01828,0.92089,0.87171,0.94594,0.788,0.89687,0.51762,1.42734,0.00038375,0.00038375,0.00038375
72,655.736,0.55996,0.44052,1.01801,0.93286,0.88525,0.94125,0.79409,0.92261,0.49856,1.44213,0.000371375,0.000371375,0.000371375
73,670.251,0.56012,0.44156,1.01582,0.93597,0.90651,0.94788,0.79404,0.81039,0.4726,1.32042,0.000359,0.000359,0.000359
74,683.427,0.5537,0.43973,1.01676,0.93506,0.89841,0.95083,0.80228,0.82505,0.46664,1.35666,0.000346625,0.000346625,0.000346625
75,691.787,0.55926,0.43463,1.01248,0.94626,0.90888,0.95319,0.80612,0.84411,0.4787,1.33169,0.00033425,0.00033425,0.00033425
76,699.956,0.5398,0.42386,1.00144,0.93793,0.88723,0.94924,0.79704,0.84607,0.51758,1.33503,0.000321875,0.000321875,0.000321875
77,708.283,0.53888,0.41226,0.99879,0.95721,0.87208,0.95261,0.80572,0.81136,0.48462,1.31418,0.0003095,0.0003095,0.0003095
78,716.492,0.5414,0.42632,1.00222,0.93989,0.90232,0.95193,0.808,0.77292,0.52024,1.27176,0.000297125,0.000297125,0.000297125
79,724.829,0.54172,0.41706,1.00977,0.92943,0.87921,0.95126,0.81201,0.81207,0.51423,1.26261,0.00028475,0.00028475,0.00028475
80,732.949,0.5394,0.42349,1.00009,0.94498,0.87373,0.95013,0.80551,0.81951,0.52668,1.32504,0.000272375,0.000272375,0.000272375
81,741.315,0.52711,0.41626,1.0013,0.93629,0.87715,0.95116,0.79816,0.85781,0.52006,1.34688,0.00026,0.00026,0.00026
82,749.676,0.52878,0.4064,1.00459,0.95275,0.88962,0.9575,0.80699,0.82944,0.48462,1.34711,0.000247625,0.000247625,0.000247625
83,757.94,0.52639,0.39756,0.99469,0.93527,0.90709,0.95543,0.81393,0.82804,0.48217,1.31555,0.00023525,0.00023525,0.00023525
84,766.268,0.53342,0.41172,1.00563,0.96768,0.87994,0.94989,0.80813,0.87445,0.49087,1.38047,0.000222875,0.000222875,0.000222875
85,774.418,0.51826,0.39731,0.9895,0.92295,0.91182,0.95573,0.81227,0.83997,0.47315,1.35491,0.0002105,0.0002105,0.0002105
86,782.681,0.52587,0.4089,0.9985,0.92907,0.90636,0.95522,0.81431,0.81571,0.46073,1.30963,0.000198125,0.000198125,0.000198125
87,790.901,0.52238,0.39715,0.99134,0.94175,0.90506,0.95752,0.81528,0.86042,0.4932,1.43591,0.00018575,0.00018575,0.00018575
88,799.185,0.51809,0.3957,0.99278,0.92855,0.92839,0.95948,0.81415,0.84473,0.44919,1.36029,0.000173375,0.000173375,0.000173375
89,807.391,0.50719,0.37781,0.9811,0.93213,0.90874,0.95502,0.81573,0.82615,0.46337,1.36309,0.000161,0.000161,0.000161
90,815.761,0.50378,0.38859,0.9813,0.92947,0.91323,0.95412,0.80905,0.82427,0.48423,1.3677,0.000148625,0.000148625,0.000148625
91,825.357,0.41606,0.3161,0.91051,0.95805,0.88812,0.95233,0.79849,0.85346,0.49542,1.37763,0.00013625,0.00013625,0.00013625
92,833.767,0.39588,0.27236,0.8936,0.93178,0.90636,0.95697,0.81618,0.8118,0.499,1.36491,0.000123875,0.000123875,0.000123875
93,842.114,0.39044,0.27002,0.89316,0.95649,0.87443,0.95209,0.80925,0.81239,0.52883,1.35766,0.0001115,0.0001115,0.0001115
94,850.343,0.3902,0.26593,0.89056,0.96637,0.90005,0.95983,0.81217,0.82977,0.49581,1.37813,9.9125e-05,9.9125e-05,9.9125e-05
95,858.517,0.38102,0.25691,0.88203,0.95163,0.91359,0.96195,0.80828,0.84106,0.47637,1.41008,8.675e-05,8.675e-05,8.675e-05
96,866.624,0.38488,0.26072,0.89111,0.95248,0.91655,0.96316,0.82388,0.79207,0.44559,1.32759,7.4375e-05,7.4375e-05,7.4375e-05
97,874.696,0.3891,0.2576,0.89016,0.96533,0.89201,0.96221,0.82296,0.80316,0.47231,1.34605,6.2e-05,6.2e-05,6.2e-05
98,882.637,0.37966,0.25586,0.88931,0.93178,0.90239,0.95712,0.82457,0.80639,0.46453,1.36561,4.9625e-05,4.9625e-05,4.9625e-05
99,890.844,0.37587,0.24963,0.8842,0.94865,0.91004,0.96207,0.8234,0.7848,0.43072,1.32834,3.725e-05,3.725e-05,3.725e-05
100,899.064,0.36893,0.24657,0.87742,0.94805,0.91176,0.96304,0.8231,0.78961,0.44073,1.34322,2.4875e-05,2.4875e-05,2.4875e-05
